iso_code,continent,location,date,total_cases,month,new_cases,new_cases_smoothed,total_deaths,new_deaths,people_vaccinated,life_expectancy,human_development_index,excess_mortality,vaccine,total_vaccinations,recovery_count,age_years,Total_deaths,COVID-19_Deaths
DEU,Europe,Germany,6/28/21,3734830,21-Jun,9,601.571,90826,58,44886784,81.33,0.947,,PfizerBioNTech,30602125,SeriousCritical,Female Below 30,3541,50
GHA,Africa,Ghana,6/28/21,95476,21-Jun,0,59.571,795,0,,64.07,0.611,,Moderna,1,NewlyRecovered,Female Above 30 and Below 65,19423,1953
GRC,Europe,Greece,6/28/21,421266,21-Jun,2,388.286,12663,8,4762181,82.24,0.888,,PfizerBioNTech,219676,SeriousCritical,Male Above 65,2374,126
GRL,North America,Greenland,6/28/21,,21-Jun,4,,,,25298,71.7,,,OxfordAstraZeneca,306124,Mild,Male Above 30 and Below 65,181,1
GRD,North America,Grenada,6/28/21,161,21-Jun,,0,1,0,,72.4,0.779,,JohnsonJohnson,297824,TotalRecovered,Male Above 65,7262,554
GTM,North America,Guatemala,6/28/21,291977,21-Jun,2,1589,9089,39,,74.3,0.663,,PfizerBioNTech,12798,NewlyRecovered,Male Above 30 and Below 65,2868,39
GIN,Africa,Guinea,6/28/21,23744,21-Jun,0,29.857,168,0,,61.6,0.477,,Moderna,215678,SeriousCritical,Male Below 30,3603,210
GNB,Africa,Guinea-Bissau,6/28/21,3846,21-Jun,6,3,69,0,21855,58.32,0.48,,PfizerBioNTech,912824,Mild,Female Above 65,37780,4802
GUY,South America,Guyana,6/28/21,19891,21-Jun,1,106.714,466,4,,69.91,0.682,,JohnsonJohnson,0,TotalRecovered,Female Below 30,3453,47
HTI,North America,Haiti,6/28/21,18212,21-Jun,1,164.429,413,13,,64,0.51,,OxfordAstraZeneca,217059,NewlyRecovered,Female Above 30 and Below 65,11721,1007
HND,North America,Honduras,6/28/21,260331,21-Jun,6,876.714,6922,6,,75.27,0.634,,Moderna,721192,SeriousCritical,Male Above 65,181,1
HKG,Asia,Hong Kong,6/28/21,11920,21-Jun,0,4.429,210,0,2179683,84.86,0.949,,Moderna,248526,Mild,Male Above 30 and Below 65,352,6
HUN,Europe,Hungary,6/28/21,808042,21-Jun,8,58.857,29989,9,5477405,76.88,0.854,,JohnsonJohnson,3307113,TotalRecovered,Male Below 30,34630,4076
ISL,Europe,Iceland,6/28/21,6555,21-Jun,0,0,29,0,,82.99,0.949,,Sinovac,1067158,NewlyRecovered,Female Above 65,5731,217
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,397637,907,265545768,69.66,0.645,,JohnsonJohnson,12163032,SeriousCritical,Female Below 30,5078,123
IDN,Asia,Indonesia,6/28/21,2135998,21-Jun,20,18793.286,57561,423,27419898,71.72,0.718,,OxfordAstraZeneca,187096,Mild,Female Above 30 and Below 65,39550,4959
IRN,Asia,Iran,6/28/21,3180092,21-Jun,,10638.857,83985,140,,76.68,0.783,,OxfordAstraZeneca,563768,TotalRecovered,Male Above 65,13015,1197
IRQ,Asia,Iraq,6/28/21,1332046,21-Jun,3,5620.857,17121,30,,70.6,0.674,,Moderna,325091,NewlyRecovered,Male Above 30 and Below 65,1835,74
IRL,Europe,Ireland,6/28/21,271589,21-Jun,1,324,4989,0,,82.3,0.955,,JohnsonJohnson,361802,NewlyRecovered,Male Below 30,44166,6610
IMN,Europe,Isle of Man,6/28/21,,21-Jun,2,,,,63236,81.4,,,PfizerBioNTech,48221685,SeriousCritical,Female Above 65,36127,4512
ISR,Asia,Israel,6/28/21,841196,21-Jun,0,172.286,6429,0,5566179,82.97,0.919,,OxfordAstraZeneca,4804950,NewlyRecovered,Male Above 65,7262,554
ITA,Europe,Italy,6/28/21,4258456,21-Jun,0,713.714,127500,28,33582287,83.51,0.892,,PfizerBioNTech,4461960,SeriousCritical,Male Above 30 and Below 65,6205,307
JAM,North America,Jamaica,6/28/21,50054,21-Jun,2,48.857,1061,0,,74.47,0.734,,OxfordAstraZeneca,24084,Mild,Male Below 30,39550,4959
JPN,Asia,Japan,6/28/21,797084,21-Jun,2,1502.571,14659,38,28049718,84.63,0.919,,OxfordAstraZeneca,5,NewlyRecovered,Female Above 65,44974,5677
JOR,Asia,Jordan,6/28/21,750389,21-Jun,5,484.143,9737,10,2371379,74.53,0.729,,PfizerBioNTech,42596130,SeriousCritical,Male Above 65,30967,3502
KAZ,Asia,Kazakhstan,6/28/21,478063,21-Jun,7,1570.571,3527,3,3165155,73.6,0.825,,PfizerBioNTech,41010,NewlyRecovered,Male Above 30 and Below 65,901,7
KEN,Africa,Kenya,6/28/21,182884,21-Jun,5,513,3612,17,1003204,66.7,0.601,,PfizerBioNTech,10437,SeriousCritical,Male Below 30,20534,2192
KIR,Oceania,Kiribati,6/28/21,2,21-Jun,0,0,,,,68.37,0.63,,Moderna,2375,NewlyRecovered,Female Above 65,1641,14
OWID_KOS,Europe,Kosovo,6/28/21,107331,21-Jun,10,12,2262,2,,,,,JohnsonJohnson,78410,SeriousCritical,Female Below 30,14445,1388
KWT,Asia,Kuwait,6/28/21,353133,21-Jun,10,1738,1943,10,,75.49,0.806,,OxfordAstraZeneca,129307,Mild,Female Above 30 and Below 65,1978,75
KGZ,Asia,Kyrgyzstan,6/28/21,121946,21-Jun,4,904.429,1982,5,,71.45,0.697,,PfizerBioNTech,3939640,TotalRecovered,Male Above 65,34630,4076
LAO,Asia,Laos,6/28/21,2110,21-Jun,5,8,3,0,886238,67.92,0.613,,PfizerBioNTech,30285,NewlyRecovered,Male Above 30 and Below 65,306,5
LVA,Europe,Latvia,6/28/21,137240,21-Jun,4,55.714,2503,0,646816,75.29,0.866,,PfizerBioNTech,800991,SeriousCritical,Male Below 30,24541,2731
LBN,Asia,Lebanon,6/28/21,544520,21-Jun,0,138.429,7845,2,870901,78.93,0.744,,PfizerBioNTech,131657484,Mild,Female Above 65,3775,238
LSO,Africa,Lesotho,6/28/21,11239,21-Jun,8,18.857,329,0,,54.33,0.527,,OxfordAstraZeneca,39231,TotalRecovered,Female Below 30,2337,15
LBR,Africa,Liberia,6/28/21,3794,21-Jun,1,97.857,123,3,79670,64.1,0.48,,PfizerBioNTech,7895198,NewlyRecovered,Female Above 30 and Below 65,13015,1197
LBY,Africa,Libya,6/28/21,192786,21-Jun,75,249.714,3191,4,,72.91,0.724,,OxfordAstraZeneca,342096,SeriousCritical,Male Above 65,840,23
LIE,Europe,Liechtenstein,6/28/21,3034,21-Jun,9,0.857,59,0,,82.49,0.919,,OxfordAstraZeneca,58452,Mild,Male Above 30 and Below 65,37780,4802
LTU,Europe,Lithuania,6/28/21,278689,21-Jun,0,40.286,4381,1,1231196,75.93,0.882,,Moderna,764791,TotalRecovered,Male Below 30,5810,250
LUX,Europe,Luxembourg,6/28/21,70642,21-Jun,2,15.286,818,0,328962,82.25,0.916,,PfizerBioNTech,4183099,NewlyRecovered,Female Above 65,306,5
MAC,Asia,Macao,6/28/21,,21-Jun,4,,,,229957,84.24,,,PfizerBioNTech,11924683,SeriousCritical,Male Above 65,18492,1907
MDG,Africa,Madagascar,6/28/21,42194,21-Jun,,8.143,909,3,197001,67.04,0.528,,JohnsonJohnson,0,Mild,Male Above 30 and Below 65,199,3
MWI,Africa,Malawi,6/28/21,35709,21-Jun,2,113.571,1187,5,385242,64.26,0.483,,Moderna,2443605,TotalRecovered,Male Below 30,5379,171
MYS,Asia,Malaysia,6/28/21,739266,21-Jun,0,5463.857,5001,57,5463128,76.16,0.81,,JohnsonJohnson,0,NewlyRecovered,Female Above 65,5731,217
MDV,Asia,Maldives,6/28/21,73482,21-Jun,6,190.429,209,0,,78.92,0.74,,OxfordAstraZeneca,62497,SeriousCritical,Female Below 30,36574,4465
MLI,Africa,Mali,6/28/21,14419,21-Jun,1,4.857,525,0,,59.31,0.434,,OxfordAstraZeneca,40,Mild,Female Above 30 and Below 65,840,23
MLT,Europe,Malta,6/28/21,30612,21-Jun,1,3.143,420,0,357171,82.53,0.895,,JohnsonJohnson,1248174,TotalRecovered,Male Above 30 and Below 65,198,2
MHL,Oceania,Marshall Islands,6/28/21,4,21-Jun,6,0,,,,73.7,0.704,,PfizerBioNTech,50026083,NewlyRecovered,Male Below 30,39504,5088
MRT,Africa,Mauritania,6/28/21,20676,21-Jun,0,44.429,487,1,,64.92,0.546,,Moderna,133665,SeriousCritical,Female Above 65,2374,126
MUS,Africa,Mauritius,6/28/21,1833,21-Jun,8,18.857,18,0,,74.99,0.804,,Moderna,23120,Mild,Female Below 30,36127,4512
MEX,North America,Mexico,6/28/21,2507453,21-Jun,0,4128.857,232608,44,,75.05,0.779,,Moderna,18933,NewlyRecovered,Female Above 30 and Below 65,228,1
FSM,Oceania,Micronesia (country),6/28/21,1,21-Jun,5,0,,,,67.88,0.62,,Moderna,37220,SeriousCritical,Male Above 65,44526,6471
MDA,Europe,Moldova,6/28/21,256614,21-Jun,20,61,6187,3,435687,71.9,0.75,,PfizerBioNTech,2022454,Mild,Male Above 30 and Below 65,5945,280
MCO,Europe,Monaco,6/28/21,2575,21-Jun,,3.714,33,0,,86.75,,,OxfordAstraZeneca,216125,TotalRecovered,Male Below 30,763,7
MNG,Asia,Mongolia,6/28/21,111505,21-Jun,3,1922.143,533,0,1981613,69.87,0.737,,PfizerBioNTech,281650,NewlyRecovered,Female Above 65,4409,340
MNE,Europe,Montenegro,6/28/21,100204,21-Jun,1,16,1609,0,150031,76.88,0.829,,PfizerBioNTech,63693721,SeriousCritical,Female Below 30,44166,6610
MAR,Africa,Morocco,6/28/21,529895,21-Jun,2,451.143,9283,6,9908882,76.68,0.686,,OxfordAstraZeneca,43018,Mild,Female Above 30 and Below 65,5810,250
MOZ,Africa,Mozambique,6/28/21,75422,21-Jun,0,406.429,869,1,,60.85,0.456,,PfizerBioNTech,1042927,TotalRecovered,Female Above 65,23792,2746
MMR,Asia,Myanmar,6/28/21,154385,21-Jun,0,824,3309,12,,67.13,0.583,,OxfordAstraZeneca,370753,NewlyRecovered,Female Below 30,228,1
NAM,Africa,Namibia,6/28/21,86649,21-Jun,2,1554.714,1445,45,,63.71,0.646,,PfizerBioNTech,1151057,SeriousCritical,Female Above 30 and Below 65,7276,567
NPL,Asia,Nepal,6/28/21,635188,21-Jun,2,1792.571,9051,42,2587873,70.78,0.602,,PfizerBioNTech,156381,Mild,Male Above 65,2702,127
NLD,Europe,Netherlands,6/28/21,1711545,21-Jun,5,623.429,18024,0,,82.28,0.944,,OxfordAstraZeneca,3791775,TotalRecovered,Male Above 30 and Below 65,563,4
NZL,Oceania,New Zealand,6/28/21,2742,21-Jun,7,3,26,0,,82.29,0.931,,Moderna,257739,NewlyRecovered,Male Below 30,3453,47
NIC,North America,Nicaragua,6/28/21,7920,21-Jun,5,32,189,0,,74.48,0.66,,JohnsonJohnson,1944532,SeriousCritical,Female Above 65,13015,1197
NER,Africa,Niger,6/28/21,5480,21-Jun,0,1.571,193,0,,62.42,0.394,,JohnsonJohnson,0,Mild,Female Below 30,373,1
NGA,Africa,Nigeria,6/28/21,167532,21-Jun,10,34.286,2119,0,,54.69,0.539,,PfizerBioNTech,218095,TotalRecovered,Female Above 30 and Below 65,21784,2364
MKD,Europe,North Macedonia,6/28/21,155676,21-Jun,10,7,5484,0,,75.8,0.774,,PfizerBioNTech,9578174,NewlyRecovered,Male Above 65,4220,75
NOR,Europe,Norway,6/28/21,130744,21-Jun,4,171.286,792,0,2495201,82.4,0.957,,Moderna,7,NewlyRecovered,Male Above 30 and Below 65,4409,340
OMN,Asia,Oman,6/28/21,264302,21-Jun,5,1961.429,3013,46,854274,77.86,0.813,,JohnsonJohnson,38210,SeriousCritical,Male Below 30,433,9
PAK,Asia,Pakistan,6/28/21,956392,21-Jun,4,936.286,22254,23,,67.27,0.557,,OxfordAstraZeneca,178518,NewlyRecovered,Female Above 65,42164,5821
PSE,Asia,Palestine,6/28/21,313851,21-Jun,0,148.571,3561,2,490082,74.05,0.708,,OxfordAstraZeneca,103691,SeriousCritical,Female Below 30,5810,250
PAN,North America,Panama,6/28/21,401332,21-Jun,8,1013,6529,5,994064,78.51,0.815,,PfizerBioNTech,484291,Mild,Female Above 30 and Below 65,40326,5079
PNG,Oceania,Papua New Guinea,6/28/21,17098,21-Jun,1,12.143,173,0,,64.5,0.555,,OxfordAstraZeneca,835580,NewlyRecovered,Male Above 65,1380,31
PRY,South America,Paraguay,6/28/21,419764,21-Jun,75,1720.429,12641,124,,74.25,0.728,,PfizerBioNTech,1912347,SeriousCritical,Male Above 30 and Below 65,39204,5309
PER,South America,Peru,6/28/21,2048115,21-Jun,9,2500.571,191899,315,,76.74,0.777,,PfizerBioNTech,32232422,NewlyRecovered,Male Below 30,228,1
PHL,Asia,Philippines,6/28/21,1403588,21-Jun,0,5621.286,24456,84,,71.23,0.718,,PfizerBioNTech,87142,SeriousCritical,Female Above 65,8501,14
POL,Europe,Poland,6/28/21,2879689,21-Jun,2,121.286,74979,0,16716871,78.73,0.88,,PfizerBioNTech,243669,NewlyRecovered,Male Above 65,19636,2089
PRT,Europe,Portugal,6/28/21,875449,21-Jun,4,1377.571,17086,2,5386835,82.05,0.864,,PfizerBioNTech,3359401,SeriousCritical,Male Above 30 and Below 65,5078,123
QAT,Asia,Qatar,6/28/21,221810,21-Jun,,125.714,588,0,1689837,80.23,0.848,,PfizerBioNTech,397127,Mild,Male Below 30,42328,5286
ROU,Europe,Romania,6/28/21,1080667,21-Jun,2,55,33311,58,4702086,76.05,0.828,,PfizerBioNTech,6354991,NewlyRecovered,Female Above 65,8084,697
RUS,Europe,Russia,6/28/21,5408744,21-Jun,0,19488,131671,601,21790363,72.58,0.824,,Moderna,122580,SeriousCritical,Female Below 30,5077,432
RWA,Africa,Rwanda,6/28/21,37384,21-Jun,6,849.857,427,7,,69.02,0.543,,PfizerBioNTech,41577309,Mild,Female Above 30 and Below 65,413701,56709
KNA,North America,Saint Kitts and Nevis,6/28/21,439,21-Jun,1,12.714,3,0,,76.23,0.779,,JohnsonJohnson,26,TotalRecovered,Male Above 30 and Below 65,2563,123
LCA,North America,Saint Lucia,6/28/21,5284,21-Jun,1,9.429,84,0,,76.2,0.759,,SinopharmBeijing,1873498,NewlyRecovered,Male Below 30,40580,5683
VCT,North America,Saint Vincent and the Grenadines,6/28/21,2219,21-Jun,6,3.286,12,0,,72.53,0.738,,OxfordAstraZeneca,23333,SeriousCritical,Male Above 65,3752,65
WSM,Oceania,Samoa,6/28/21,3,21-Jun,0,0,,,,73.32,0.715,,Moderna,28350,Mild,Male Above 30 and Below 65,48343,6719
SMR,Europe,San Marino,6/28/21,5091,21-Jun,8,0.143,90,0,,84.97,,,PfizerBioNTech,6241647,TotalRecovered,Male Below 30,7262,554
STP,Africa,Sao Tome and Principe,6/28/21,2365,21-Jun,0,0.429,37,0,16453,70.39,0.625,,OxfordAstraZeneca,10462051,NewlyRecovered,Female Above 65,15199,1474
SAU,Asia,Saudi Arabia,6/28/21,484539,21-Jun,5,1305.143,7789,14,,75.13,0.854,,PfizerBioNTech,41237,SeriousCritical,Female Below 30,1185,47
SEN,Africa,Senegal,6/28/21,42929,21-Jun,20,70.286,1164,0,515344,67.94,0.512,,PfizerBioNTech,49089,Mild,Female Above 30 and Below 65,41363,6045
SRB,Europe,Serbia,6/28/21,716385,21-Jun,,77.714,7039,8,,76,0.806,,JohnsonJohnson,78410,TotalRecovered,Male Above 65,8208,816
SYC,Africa,Seychelles,6/28/21,15579,21-Jun,3,208,68,5,,73.4,0.796,,PfizerBioNTech,487334,NewlyRecovered,Male Above 30 and Below 65,46888,5960
SLE,Africa,Sierra Leone,6/28/21,5443,21-Jun,1,80.571,97,3,,54.7,0.452,,Moderna,323062,SeriousCritical,Male Below 30,982,25
SGP,Asia,Singapore,6/28/21,62553,21-Jun,2,17.571,36,0,,83.62,0.938,,Moderna,38575,Mild,Female Above 65,1353,37
SVK,Europe,Slovakia,6/28/21,391566,21-Jun,0,34.286,12509,4,2007665,77.54,0.86,,PfizerBioNTech,1557676,TotalRecovered,Female Below 30,2729,136
SVN,Europe,Slovenia,6/28/21,257252,21-Jun,0,35.857,4419,0,815838,81.32,0.917,,JohnsonJohnson,10939901,NewlyRecovered,Female Above 30 and Below 65,1835,74
SLB,Oceania,Solomon Islands,6/28/21,20,21-Jun,2,0,,,,73,0.567,,Sinovac,640232,NewlyRecovered,Male Above 65,4754,124
SOM,Africa,Somalia,6/28/21,14933,21-Jun,2,9.429,775,0,137981,57.4,,,OxfordAstraZeneca,44961,SeriousCritical,Male Above 30 and Below 65,22571,2499
ZAF,Africa,South Africa,6/28/21,1941119,21-Jun,5,15520,60038,138,2787996,64.13,0.709,,OxfordAstraZeneca,333289,NewlyRecovered,Male Below 30,9343,829
KOR,Asia,South Korea,6/28/21,156167,21-Jun,7,609.429,2017,2,15304120,83.03,0.916,,Moderna,53610,SeriousCritical,Female Above 65,15199,1474
SSD,Africa,South Sudan,6/28/21,10824,21-Jun,5,5.429,116,1,42166,57.85,0.433,,JohnsonJohnson,94539,Mild,Male Above 65,41556,6237
ESP,Europe,Spain,6/28/21,3792642,21-Jun,0,3998.714,80789,10,,83.56,0.904,,OxfordAstraZeneca,151216,NewlyRecovered,Male Above 30 and Below 65,39204,5309
LKA,Asia,Sri Lanka,6/28/21,255508,21-Jun,10,1955.429,2985,41,2605558,76.98,0.782,,OxfordAstraZeneca,7473179,SeriousCritical,Male Below 30,38574,5050
SDN,Africa,Sudan,6/28/21,36620,21-Jun,10,39,2754,0,550291,65.31,0.51,,JohnsonJohnson,26,NewlyRecovered,Female Above 65,3752,65
SUR,South America,Suriname,6/28/21,21360,21-Jun,4,174.143,512,5,157982,71.68,0.738,,JohnsonJohnson,55848,SeriousCritical,Female Below 30,20534,2192
SWE,Europe,Sweden,6/28/21,1088896,21-Jun,5,608.571,14619,0,,82.8,0.945,,JohnsonJohnson,5,NewlyRecovered,Female Above 30 and Below 65,14445,1388
CHE,Europe,Switzerland,6/28/21,702746,21-Jun,4,107.429,10885,3,,83.78,0.955,,Moderna,4,SeriousCritical,Male Above 30 and Below 65,1835,74
SYR,Asia,Syria,6/28/21,25442,21-Jun,0,40.571,1870,3,,72.7,0.567,,OxfordAstraZeneca,7556219,Mild,Male Below 30,23116,2374
TWN,Asia,Taiwan,6/28/21,14694,21-Jun,8,87.714,635,3,1926572,80.46,,,PfizerBioNTech,32648,TotalRecovered,Female Above 65,38574,5050
TJK,Asia,Tajikistan,6/28/21,13460,21-Jun,1,21.714,90,0,,71.1,0.668,,OxfordAstraZeneca,269591,NewlyRecovered,Female Below 30,18492,1907
TZA,Africa,Tanzania,6/28/21,509,21-Jun,75,0,21,0,,65.46,0.529,,Moderna,74016,SeriousCritical,Female Above 30 and Below 65,204,3
THA,Asia,Thailand,6/28/21,249853,21-Jun,9,4078.143,1934,22,6721038,77.15,0.777,,OxfordAstraZeneca,194383,Mild,Male Above 65,2702,127
TLS,Asia,Timor,6/28/21,9055,21-Jun,0,46.714,21,0,,69.5,0.606,,PfizerBioNTech,1466214,TotalRecovered,Male Above 30 and Below 65,35264,4206
TGO,Africa,Togo,6/28/21,13846,21-Jun,2,16.429,128,0,,61.04,0.515,,JohnsonJohnson,391734,NewlyRecovered,Male Below 30,4403,97
TTO,North America,Trinidad and Tobago,6/28/21,32343,21-Jun,4,225.143,822,5,211363,73.51,0.796,,PfizerBioNTech,322027,SeriousCritical,Female Above 65,7262,554
TUN,Africa,Tunisia,6/28/21,408931,21-Jun,,3357.571,14737,83,,76.7,0.74,,Moderna,68858013,Mild,Female Below 30,315,3
TUR,Asia,Turkey,6/28/21,5414310,21-Jun,2,5531,49634,58,33934402,77.69,0.82,,Sinovac,830628,TotalRecovered,Female Above 30 and Below 65,5077,432
UGA,Africa,Uganda,6/28/21,79089,21-Jun,0,915.714,956,53,,63.37,0.544,,Sinovac,562744,NewlyRecovered,Female Above 65,2374,126
UKR,Europe,Ukraine,6/28/21,2298478,21-Jun,6,965.143,54517,19,1912469,72.06,0.779,,PfizerBioNTech,143745,SeriousCritical,Female Below 30,44395,6546
ARE,Asia,United Arab Emirates,6/28/21,628976,21-Jun,1,2140.429,1802,6,,77.97,0.89,,OxfordAstraZeneca,383508,Mild,Female Above 30 and Below 65,44526,6471
GBR,Europe,United Kingdom,6/28/21,4771367,21-Jun,1,16404.429,128367,3,,81.32,0.932,,Moderna,94678,TotalRecovered,Female Above 65,44802,6290
USA,North America,United States,6/28/21,33640502,21-Jun,6,12318.143,604115,150,179615165,78.86,0.926,,OxfordAstraZeneca,4458360,NewlyRecovered,Female Below 30,44526,6471
URY,South America,Uruguay,6/28/21,366915,21-Jun,0,1504.714,5524,30,,77.91,0.817,,PfizerBioNTech,4281764,SeriousCritical,Female Above 30 and Below 65,5638,163
UZB,Asia,Uzbekistan,6/28/21,109692,21-Jun,8,462.857,731,2,,71.72,0.72,,OxfordAstraZeneca,10079638,Mild,Male Above 65,26496,3114
VUT,Oceania,Vanuatu,6/28/21,4,21-Jun,0,0,1,0,,70.47,0.609,,JohnsonJohnson,1871546,TotalRecovered,Male Above 30 and Below 65,7174,438
VAT,Europe,Vatican,6/28/21,27,21-Jun,5,0,,,,75.12,,,,,NewlyRecovered,Male Above 65,10556,30
VEN,South America,Venezuela,6/28/21,269635,21-Jun,20,1085.286,3068,0,,72.06,0.711,,,,SeriousCritical,Male Above 30 and Below 65,3603,210
VNM,Asia,Vietnam,6/28/21,16136,21-Jun,,372.286,78,2,3324110,75.4,0.704,,,,Mild,Male Below 30,3939,277
YEM,Asia,Yemen,6/28/21,6909,21-Jun,3,2.857,1361,1,,66.12,0.47,,,,TotalRecovered,Female Above 65,16987,1651
ZMB,Africa,Zambia,6/28/21,149661,21-Jun,1,2718.571,2091,69,,63.89,0.584,,,,NewlyRecovered,Female Below 30,198,2
ZWE,Africa,Zimbabwe,6/28/21,47284,21-Jun,2,727,1749,13,,61.49,0.571,,,,SeriousCritical,Female Above 30 and Below 65,7174,438
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,397637,907,265545768,69.66,0.645,,Sinovac,12163032,Mild,Male Above 65,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,6000,800,265545768,69.66,0.645,,JohnsonJohnson,163032,TotalRecovered,Male Above 30 and Below 65,4000,4000
IND,Asia,India,6/28/21,30316897,21-Jun,20,48433.714,45000,907,265545768,69.66,0.645,,Sinovac,12163032,NewlyRecovered,Male Below 30,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,397637,300,265545768,69.66,0.645,,OxfordAstraZeneca,12163032,NewlyRecovered,Female Above 65,15000,15000
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,70000,907,265545768,69.66,0.645,,PfizerBioNTech,566082,SeriousCritical,Female Below 30,41363,6045
IND,Asia,India,6/28/21,30316897,21-Jun,7,48433.714,397637,600,265545768,69.66,0.645,,Moderna,82622178,NewlyRecovered,Female Above 30 and Below 65,2868,500
IND,Asia,India,6/28/21,30316897,21-Jun,5,48433.714,30000,200,265545768,69.66,0.645,,CanSino,10450,SeriousCritical,Male Above 65,250,1000
IND,Asia,India,6/28/21,30316897,21-Jun,0,48433.714,1000000,907,265545768,69.66,0.645,,CanSino,1873498,Mild,Male Above 30 and Below 65,40580,5683
AFG,Asia,Afghanistan,6/28/21,115751,21-Jun,10,1692.714,4730,211,,64.83,0.511,,Moderna,10804437,NewlyRecovered,Male Below 30,14445,1388
ALB,Europe,Albania,6/28/21,132513,21-Jun,10,3.286,2456,0,547300,78.57,0.795,,OxfordAstraZeneca,95843,SeriousCritical,Female Above 65,1835,74
DZA,Africa,Algeria,6/28/21,138840,21-Jun,4,363.714,3699,6,,76.88,0.748,,OxfordAstraZeneca,518004,NewlyRecovered,Male Above 65,44392,6443
AND,Europe,Andorra,6/28/21,13882,21-Jun,5,2.571,127,0,,83.73,0.868,,PfizerBioNTech,298706,SeriousCritical,Male Above 30 and Below 65,10810,1128
AGO,Africa,Angola,6/28/21,38613,21-Jun,4,123.571,891,2,943301,61.15,0.581,,Sinovac,3028162,NewlyRecovered,Male Below 30,44504,5641
ATG,North America,Antigua and Barbuda,6/28/21,1263,21-Jun,0,0,42,0,,77.02,0.778,,JohnsonJohnson,23,SeriousCritical,Female Above 65,228,1
ARG,South America,Argentina,6/28/21,4423636,21-Jun,8,20891.571,93142,574,15993494,76.67,0.845,,PfizerBioNTech,2707983,Mild,Female Below 30,2203,81
ARM,Asia,Armenia,6/28/21,224851,21-Jun,1,85.429,4510,2,,75.09,0.776,,PfizerBioNTech,4,TotalRecovered,Female Above 30 and Below 65,44502,6455
ABW,North America,Aruba,6/28/21,,21-Jun,75,,,,67457,76.29,,,PfizerBioNTech,533,NewlyRecovered,Male Above 30 and Below 65,10556,30
AUS,Oceania,Australia,6/28/21,30560,21-Jun,9,27.714,910,0,6152645,83.44,0.944,,JohnsonJohnson,2975738,SeriousCritical,Male Below 30,10556,30
AUT,Europe,Austria,6/28/21,650324,21-Jun,0,93.429,10701,1,4692442,81.54,0.922,,OxfordAstraZeneca,9020928,Mild,Male Above 65,14445,1388
AZE,Asia,Azerbaijan,6/28/21,335874,21-Jun,2,50.429,4970,2,2139001,73,0.756,,Moderna,10026,TotalRecovered,Male Above 30 and Below 65,1353,37
BHS,North America,Bahamas,6/28/21,12467,21-Jun,4,14.714,245,0,,73.92,0.814,,OxfordAstraZeneca,293234,NewlyRecovered,Male Below 30,27334,3160
BHR,Asia,Bahrain,6/28/21,265477,21-Jun,,311.714,1348,3,1054837,77.29,0.852,,OxfordAstraZeneca,315676,SeriousCritical,Female Above 65,5731,217
BGD,Asia,Bangladesh,6/28/21,8,21-Jun,2,5780.857,14276,2,5823245,72.59,0.632,,JohnsonJohnson,8886,Mild,Female Below 30,42328,5286
BRB,North America,Barbados,6/28/21,4077,21-Jun,0,4.571,47,0,,79.19,0.814,,OxfordAstraZeneca,342263,TotalRecovered,Female Above 30 and Below 65,2337,112
BLR,Europe,Belarus,6/28/21,415780,21-Jun,6,661,3122,9,,74.79,0.823,,Moderna,168953,NewlyRecovered,Male Above 65,44392,6443
BEL,Europe,Belgium,6/28/21,1083478,21-Jun,1,548.286,25168,8,7013433,81.63,0.931,,SinopharmBeijing,566082,SeriousCritical,Male Above 30 and Below 65,41363,6045
BLZ,North America,Belize,6/28/21,13189,21-Jun,1,21.429,329,0,,74.62,0.716,,Moderna,82622178,Mild,Male Below 30,2868,39
BEN,Africa,Benin,6/28/21,8170,21-Jun,6,4.286,104,0,36188,61.77,0.545,,OxfordAstraZeneca,36223,TotalRecovered,Female Above 65,13015,1197
BTN,Asia,Bhutan,6/28/21,2062,21-Jun,0,17.571,1,0,,71.78,0.654,,PfizerBioNTech,70268,NewlyRecovered,Female Below 30,204,3
BOL,South America,Bolivia,6/28/21,435568,21-Jun,8,1822.429,16631,50,1788228,71.51,0.718,,Moderna,3188,SeriousCritical,Female Above 30 and Below 65,14386,1580
BIH,Europe,Bosnia and Herzegovina,6/28/21,204991,21-Jun,0,18.714,9658,3,,77.4,0.78,,Moderna,277708,Mild,Male Above 65,676,2
